pid,slr_cpc,wnd_cpc,slr_wn,tx_cpct,revenue,cost,profit,lon,lat,t_state,t_county,p_name,p_year
322,45.01100805,37.8,1.190767409,37.8,12361759.17,6551235.672,5810523.497,-78.9374064216425,39.8606334161802,PA,Somerset County,Lookout,2008
323,50.29000846,88.5,0.568248683,88.5,21311204.43,11821679.69,9489524.743,-99.0211061487837,45.9103099666828,SD,McPherson County,Tatanka,2008
324,45.80059332,170.2,0.269098668,170.2,31041061.5,19744290.16,11296771.34,-100.160928837629,32.2970307561224,TX,Nolan County,Buffalo Gap 3,2008
325,159.0248426,180,0.883471348,180,44183582.01,28031645.75,16151936.26,-101.578957063326,32.9316761747131,TX,Borden County,Bull Creek,2008
326,95.3982748,91.5,1.042604096,91.5,24163823.35,14998745.77,9165077.574,-100.79483546801,32.7135410600174,TX,Scurry County,Camp Springs II,2008
327,363.070172,295.5,1.228663865,295.5,75610007.95,51921072.01,23688935.94,-100.963760954155,31.9334775222653,TX,Sterling County,Capricorn Ridge expansion,2008
328,144.8074524,126.5,1.144722944,126.5,33160730.64,21630402.72,11530327.92,-100.608771288616,32.3943067516719,TX,Mitchell County,Champion,2008
329,142.8033257,121.9,1.171479292,121.9,31398019.5,21005083.97,10392935.53,-101.41333059273,32.1661782595804,TX,Howard County,Elbow Creek Wind Farm,2008
330,95.14032415,80,1.189254052,80,20649918.01,13785263.28,6864654.725,-100.810967717496,31.9453344850469,TX,Coke County,Goat Phase I,2008
331,195.1829782,163.3,1.195241752,163.3,43044096.58,28742960.25,14301136.33,-99.4554381800432,32.7824056083481,TX,Shackelford County,Hackberry,2008
332,11.97457806,10,1.197457806,10,2760444.989,1731472.053,1028972.936,-101.8022915,35.9613952271722,TX,Moore County,JD Wind 10,2008
333,94.26579929,79.8,1.18127568,79.8,21512806.47,13709386.84,7803419.635,-101.375346558646,36.393028983736,TX,Hansford County,JD Wind 4,2008
334,9.144512588,7.5,1.219268345,7.5,2005631.905,1316682.393,688949.5119,-101.995025683595,35.8100266998143,TX,Moore County,JD WInd 9,2008
335,163.9297979,152,1.078485512,152,40262958.85,25359705.6,14903253.25,-99.5085433370018,32.5296742083308,TX,Shackelford County,Lone Star II,2008
336,177.082914,150,1.18055276,150,39069035.95,26195180.31,12873855.63,-100.988428945444,33.767735716003,TX,Dickens County,McAdoo,2008
337,64.42483245,58.8,1.095660416,58.8,15066925.06,9839716.023,5227209.038,-101.396305440468,32.1423560852837,TX,Howard County,Ocotillo,2008
338,169.2297544,153.9,1.09960854,153.9,41258301.04,25731439.78,15526861.26,-101.427388669956,32.0455576393676,TX,Glasscock County,Panther Creek I,2008
339,248.5765764,209,1.18936161,209,55267618.59,36398228.48,18869390.11,-100.661983823387,32.4730183547757,TX,Scurry County,Roscoe,2008
340,181.1241768,150,1.207494512,150,39162894.75,26231711.54,12931183.21,-102.360656074082,30.8185692736515,TX,Pecos County,Sherbino I,2008
341,57.43076992,48,1.196474373,48,12455343.62,8407893.19,4047450.431,-98.4676284572687,32.3312473598632,TX,Eastland County,Silver Star I,2008
342,115.9427817,120,0.966189847,120,33630538.29,19318432.91,14312105.37,-101.808699414407,32.2078056751855,TX,Martin County,Stanton Energy Center,2008
343,2.188828581,2,1.094414291,2,489443.5943,334942.5239,154501.0704,-100.526093,32.350197,TX,Nolan County,Texas Tech - Nolan,2008
344,217.0168601,169.5,1.280335458,169.5,43141058.03,30433475.5,12707582.54,-100.2385241449,32.204228498236,TX,Nolan County,Turkey Track,2008
345,12.11717446,10,1.211717446,10,2765245.168,1745670.732,1019574.436,-101.535589479693,35.3455347583176,TX,Carson County,Wege Wind Farm,2008
346,139.5159392,120,1.162632827,120,31007168.2,20648834.24,10358333.96,-97.4048493530222,33.7308773211152,TX,Cooke County,Wolf Ridge,2008
347,22.54406266,18.9,1.192807548,18.9,6419959.376,3264489.728,3155469.648,-111.5839051962,40.0733315839417,UT,Utah County,Spanish Fork,2008
348,125.3708251,103.4,1.212483802,103.4,33524376.43,17959816.21,15564560.22,-120.523804534994,45.7812625797557,WA,Klickitat County,Goodnoe Hills,2008
349,9.005487878,7.2,1.250762205,7.2,1592039.427,1268267.714,323771.7135,-117.805850737631,46.4327258097056,WA,Columbia County,Hopkins Ridge II,2008
350,45.89987862,78,0.588459982,78,17447243.06,10507534.02,6939709.032,-117.852415655401,46.3598988219,WA,Columbia County,Marengo II,2008
351,17.48319468,32.2,0.542956357,32.2,7377372.406,4247633.021,3129739.385,-119.122308340964,46.1037991427366,WA,Benton County,Nine Canyon III,2008
352,194.5679999,145.2,1.339999999,145.2,39385006.94,26377284.53,13007722.41,-88.268925128814,43.8865947580793,WI,Fond du Lac County,Blue Sky - Green Field,2008
353,93.73958614,67.65,1.385655375,67.65,18364264.77,12493571.25,5870693.517,-88.3114218056247,43.7179768070828,WI,Fond du Lac County,Cedar Ridge Wind Farm,2008
354,159.6554241,129,1.237638946,129,37622106.62,22663396.31,14958710.3,-88.5194275861996,43.6152023082601,WI,Fond du Lac County,Forward Wind Project,2008
355,190.0217552,166,1.144709368,166,51722102.76,28144363.04,23577739.71,-79.2119887553474,39.2164989931463,WV,Grant County,"NedPower Mount Storm, Phase I",2008
356,108.0829306,94,1.14981841,94,28378249.1,15964066.95,12414182.15,-79.2153643491067,39.2136298929701,WV,Grant County,"NedPower Mount Storm, Phase II",2008
357,0,99,0,85.6528196,18079206.87,9677060.801,8402146.064,-105.814680432455,43.0673647211591,WY,Converse County,Glenrock,2008
358,0,29.4,0,25.43629188,5368976.584,2895157.131,2473819.453,-104.994305798144,41.1398527265013,WY,Laramie County,Happy Jack,2008
359,37.24480016,60.9,0.611573073,60.9,18059184.06,8292835.457,9766348.603,-110.500660482698,41.2912363182646,WY,Uinta County,Mountain Wind I,2008
360,52.12372878,79.8,0.653179559,79.8,21535573.05,11085877.36,10449695.69,-110.544524268366,41.2670970894304,WY,Uinta County,Mountain Wind II,2008
361,59.85232908,146.15,0.409526713,146.15,28279617.76,18045522.92,10234094.83,-106.396498799426,41.9490894205207,WY,Carbon County,Seven Mile Hill I & II,2008
362,28.44939512,63,0.4515777,63,13287560.92,8466605.5,4820955.416,-110.28455856627,34.6549989955874,AZ,Navajo County,Dry Lake,2009
363,3.125370474,6.5,0.480826227,6.5,1853680.543,831917.0846,1021763.458,-116.582489,33.9051435,CA,Riverside County,Garnet Wind Project,2009
364,2.009999999,1.5,1.339999999,1.5,391403.6237,276292.9898,115110.6339,-116.959785,34.862396,CA,San Bernardino County,Barstow Marine Logistics Base,2009
365,0.428344809,1.5,0.285563206,1.5,464494.7554,176777.2007,287717.5547,-118.334381,35.091591,CA,Kern County,Windland,2009
366,157.6688678,120,1.313907232,120,33733708.63,22086541.73,11647166.9,-118.192697591294,35.2616505946596,CA,Kern County,Pine Tree Wind Farm,2009
367,155.0032478,150,1.033354986,150,47145301.81,24426515.15,22718786.66,-121.802784853987,38.165611716185,CA,Solano County,Shiloh II,2009
368,76.49582062,186.3,0.410605586,186.3,48513447.81,23014376.79,25499071.01,-102.871087935941,40.9800172259346,CO,Logan County,Northeastern Colorado Wind Energy Center,2009
369,1.101405242,1.5,0.734270161,1.5,370775.5748,215959.7068,154815.8679,-105.220001,39.912083,CO,Jefferson County,NREL - NWTC,2009
370,187.5104275,160,1.171940172,160,40884331.64,27392535.55,13491796.09,-93.0906493989836,43.3937146682866,IA,Worth County,Barton,2009
371,131.1614513,99,1.324863144,99,19106916.71,18014662.28,1092254.424,-92.4780605338514,43.4070027130292,IA,Howard County,Crane Creek,2009
372,59.1815028,66,0.896689436,66,16078247.58,10359742.33,5718505.247,-93.8911781687202,43.3465847981306,IA,Winnebago County,Crystal Lake III,2009
373,6.356145665,7.5,0.847486089,7.5,1829615.066,1147374.362,682240.7036,-93.7545132091632,43.2917971813449,IA,Winnebago County,Crystal Lake II,2009
374,8.416375351,10.5,0.801559557,10.5,2570753.39,1599664.848,971088.5424,-94.1355968160528,43.376364561695,IA,Kossuth County,Iowa Lakes Lakota Wind,2009
375,8.774550314,10.5,0.835671458,10.5,2621993.189,1593210.216,1028782.974,-94.9809406616803,43.4454189585448,IA,Dickinson County,Iowa Lakes Superior Wind,2009
376,85.66230744,100.65,0.851090983,100.65,24361705.75,15222294.83,9139410.922,-95.2753454952442,43.3430686488301,IA,Dickinson County,Lost Lakes Wind Farm,2009
377,1.314689282,1.5,0.876459522,1.5,377996.0327,231797.4571,146198.5756,-92.840591,43.292492,IA,Mitchell County,Osage Utilities,2009
378,63.49869096,69.3,0.916287027,69.3,17758584.25,10763547.06,6995037.191,-92.6199273786022,43.4660076811296,IA,Mitchell County,Pioneer Prairie II,2009
379,146.4694528,150,0.976463018,150,35995814.35,23849376.86,12146437.48,-93.3879106062101,42.2347580204156,IA,Hardin County,Story II (aka Garden Wind),2009
380,177.8215736,199.65,0.890666534,199.65,48043270.12,30653315.3,17389954.82,-93.2368214486302,42.632097899599,IA,Franklin County,Whispering Willow I,2009
381,22.57256106,29.4,0.767774186,29.4,8573786.114,4290972.6,4282813.515,-115.025589109758,42.8629719759269,ID,Twin Falls County,Cassia,2009
382,29.87173856,42,0.711231871,42,12044334.17,5982863.817,6061470.353,-115.473790287172,43.0401660020795,ID,Elmore County,Mountain Home,2009
383,138.0542177,102,1.353472723,102,31017230.88,18633219.34,12384011.54,-88.6181273004804,41.1343473476072,IL,LaSalle County,Blackstone (Top Crop),2009
384,136.5629788,100.5,1.35883561,100.5,29985248.47,18400506.14,11584742.32,-89.8804109577616,42.4577501246525,IL,Stephenson County,EcoGrove,2009
385,77.34411314,61.5,1.257627856,61.5,18305181.18,10901412.25,7403768.925,-88.6970300021852,41.2044169689933,IL,LaSalle County,Grand Ridge II,2009
386,60.9005039,49.5,1.23031321,49.5,15036643.57,8693718.557,6342925.013,-88.7348142118738,41.1715914741136,IL,LaSalle County,Grand Ridge III/IV,2009
387,272.7336033,217.5,1.253947601,217.5,65185349.1,38492985.26,26692363.85,-88.8905397172735,41.8139987700151,IL,DeKalb County,Lee/DeKalb,2009
388,126.8794005,99,1.281610106,99,26657587.48,17633917.23,9023670.253,-89.4252026234886,40.3356611431824,IL,Tazewell County,Rail Splitter,2009
389,452.318339,366.3,1.2348303,366.3,110166726.3,64211571.8,45955154.51,-87.2921948696529,40.5856633911429,IN,Benton County,Fowler Ridge I,2009
390,260.0093536,199.5,1.303305031,199.5,58513587.32,35822651.89,22690935.43,-87.4512184487352,40.5587484000757,IN,Benton County,Fowler Ridge II,2009
391,144.0688852,106,1.359140426,106,32779882.2,19443237.02,13336645.18,-87.2268100635679,40.7083216669442,IN,Benton County,Hoosier,2009
392,271.4732739,199.65,1.359745925,199.65,62288602.48,36539099.86,25749502.61,-86.9326516195793,40.6354301713547,IN,White County,Meadow Lake,2009
393,124.4439746,99,1.257009844,99,24195012.86,17497198.28,6697814.578,-101.159943693369,38.5206592025376,KS,Wichita County,Central Plains,2009
394,127.3369134,100,1.273369134,100,24031201.88,17761792.21,6269409.664,-98.4820919621084,37.3717021701245,KS,Barber County,Flat Ridge Wind Farm,2009
395,2.072479581,1.5,1.381653054,1.5,563775.5321,276715.0545,287060.4776,-70.591103,41.657692,MA,Barnstable County,Air Force (Barnstable),2009
396,0.804767522,0.6,1.341279204,0.6,231548.0165,109422.1473,122125.8692,-70.880699,42.802891,MA,Essex County,Mark Richey Woodworking,2009
397,3.699959796,3,1.233319932,3,967373.6574,526179.6649,441193.9925,-71.9838985050741,42.5896420003952,MA,Worcester County,Mount Wachusett Wind Farm,2009
398,1.607999999,1.2,1.339999999,1.2,354175.1933,218607.4886,135567.7047,-70.9568709957887,42.3464720007922,MA,Suffolk County,MWRA Deer Island,2009
399,0.818918463,0.6,1.364864105,0.6,185118.8913,110366.5735,74752.31781,-73.069901,42.234192,MA,Berkshire County,Williams Stone,2009
400,5.375463538,4.5,1.194547453,4.5,1361439.303,783857.0671,577582.2357,-68.8657990015806,44.0938910065207,ME,Knox County,Fox Islands,2009
401,90.57993061,66,1.372423191,66,21101496.74,12405639.97,8695856.761,-70.5363015206038,45.3928869239746,ME,Franklin County,"Kibby Mountain, phase I",2009
402,0.646947209,0.6,1.078245349,0.6,197241.9475,106286.4483,90955.49918,-68.020203,46.667389,ME,Aroostook County,Presque Isle,2009
403,49.18601954,57,0.862912624,57,17546177.67,8858021.963,8688155.71,-67.9798828140677,45.5215917975981,ME,Washington County,Stetson,2009
404,16.66542058,14.35,1.161353351,14.35,3635194.08,2460237.971,1174956.109,-85.3121417383425,44.1900874233101,MI,Missaukee County,Stoney Corners - Repower,2009
405,1.726464469,4.5,0.383658771,4.5,1009688.967,553977.7796,455711.1878,-96.4232253313667,43.9813260469534,MN,Pipestone County,Uilk Wind Farm,2009
406,52.63253232,49.5,1.063283481,49.5,12598429.45,8170662.011,4427767.436,-96.0568995531834,44.1022245559512,MN,Pipestone County,Moraine II,2009
407,4.162093525,4,1.040523381,4,999907.2727,660613.9088,339293.3639,-95.0074615123446,45.1580090012465,MN,Kandiyohi County,Willmar,2009
408,126.7017895,146,0.867820476,146,36160149.78,22536724.22,13623425.56,-95.4532408677852,40.5553405769612,MO,Atchison County,Farmers City,2009
409,85.35959881,103.5,0.824730423,103.5,28057588.98,15483733.23,12573855.75,-112.177371952376,48.5367534342229,MT,Toole County,Glacier Wind II,2009
410,135.7500495,120,1.131250412,120,31595201.99,20277321.01,11317880.98,-97.941954961898,47.2956794502217,ND,Steele County,Ashtabula II,2009
411,40.92096383,49.5,0.826686138,49.5,11540126.41,7410776.408,4129350.003,-97.9247457451657,47.3440100193245,ND,Steele County,Luverne,2009
412,4.621375459,4.5,1.026972324,4.5,1174525.566,731610.4925,442915.0734,-101.291224223775,47.9882650552448,ND,Ward County,Prairie Winds Minot Wind 2,2009
413,113.2179553,115.5,0.980242037,115.5,29431549.57,18399676.23,11031873.34,-101.279968113121,47.9397739192641,ND,Ward County,Prairie Winds ND 1,2009
414,151.1912793,149.1,1.014026018,149.1,39806270.01,24064213.46,15742056.55,-99.9533387826827,48.5042554107194,ND,Pierce County,Rugby,2009
415,57.71173315,59.2,0.974860357,59.2,15839687.08,9411026.266,6428660.813,-100.67769963046,47.1234173591671,ND,Burleigh County,Baldwin,2010
416,85.31928978,78,1.093837048,78,19150173.01,13121318.37,6028854.64,-97.6681352490644,42.6740554510703,NE,Knox County,Elkhorn Ridge,2009
417,71.82224669,100,0.718222467,100,25210649.33,14427357.2,10783292.14,-105.961887207435,34.4681964720555,NM,Torrance County,High Lonesome,2009
418,162.2224637,125,1.29777971,125,47087875.83,22439253.94,24648621.89,-77.4653881097148,42.5174530253624,NY,Steuben County,Dutch Hill/Cohocton,2009
419,146.3970315,112.5,1.301306947,112.5,37965946.51,20192818.86,17773127.64,-78.3843481601662,42.745886840783,NY,Wyoming County,High Sheldon,2009
420,133.2451759,97.5,1.366617189,97.5,27822975.8,17881083.99,9941891.81,-73.6510277130138,44.8237978896839,NY,Clinton County,Noble Altona,2009
421,145.398689,106.5,1.365245906,106.5,35046983.24,19548270.96,15498712.27,-74.0391200537919,44.8994911147688,NY,Franklin County,Noble Chateaugay,2009
422,144.481771,126,1.146680722,126,41080324.67,21412718.03,19667606.64,-78.2584959785679,42.6289196231734,NY,Wyoming County,Noble Wethersfield,2009
423,0,99,0,85.6528196,16330316.52,9647407.434,6682909.087,-98.4730912607792,34.8239377102642,OK,Comanche County,Blue Canyon V,2009
424,33.79822284,98.9,0.341741384,98.9,19095206.71,11808397.79,7286808.927,-99.9093330987671,35.5069400400273,OK,Roger Mills County,Elk City,2009
425,109.2598596,101.2,1.079642881,101.2,26057326.13,16740930.24,9316395.895,-99.4929822315311,36.3300261351694,OK,Woodward County,OU Spirit,2009
426,173.5393838,149.5,1.160798554,149.5,49685749.97,25549611.96,24136138.01,-120.638755195992,45.6429159567965,OR,Sherman County,Biglow Canyon II,2009
427,48.2833045,44.55,1.083800325,44.55,14904652.21,7405753.236,7498898.972,-119.443429690788,45.6768817286007,OR,Umatilla County,Echo 1-7,2009
428,7.412557325,20,0.370627866,20,4903501.803,2429741.019,2473760.784,-119.432759481668,45.6864373469666,OR,Morrow County,Echo 8-9,2009
429,83.68758646,100.8,0.830233993,100.8,22305107.02,15102532.46,7202574.559,-120.580395230881,45.5052010469517,OR,Sherman County,Hay Canyon,2009
430,81.58011425,98.7,0.826546244,98.7,21822134.48,14777246.43,7044888.049,-120.124456300147,45.6862862725439,OR,Gilliam County,Pebble Springs,2009
431,4.83605485,9.9,0.488490389,9.9,2365652.418,1278810.153,1086842.265,-119.937985018683,45.6776470954786,OR,Morrow County,Threemile Canyon,2009
432,52.30009717,98.9,0.528817969,98.9,21284342.67,12956783.5,8327559.169,-118.605910852327,45.9168573865553,OR,Umatilla County,Vansycle II,2009
433,66.51107438,96.6,0.688520439,96.6,20798382.6,13607745.59,7190637.012,-120.314388052375,45.6729955721092,OR,Gilliam County,Wheatfield,2009
434,63.67581506,63,1.010727223,63,14983194.71,10169235.15,4813959.555,-118.596533115072,45.9476126454858,OR,Umatilla County,Combine Hills II,2009
435,31.99079589,72,0.44431661,72,16799465.97,9084459.322,7715006.647,-119.993753854711,45.6535938207935,OR,Gilliam County,Willow Creek,2009
436,140.2945088,97.5,1.438918039,97.5,29744066.36,18336503.09,11407563.27,-76.8886274293456,41.7515889905043,PA,Tioga County,Armenia Mountain,2009
437,83.24187104,62.5,1.331869937,62.5,19312716.99,11337413.86,7975303.129,-78.7017061286461,40.2725917124657,PA,Cambria County,Highland Wind Project,2009
438,125.176931,102,1.227224813,102,35229631.19,18035314.92,17194316.28,-76.1861704765478,40.8396195747771,PA,Schuylkill County,Locust Ridge II,2009
439,78.68916178,64,1.229518153,64,22383505.76,11187390.57,11196115.19,-78.5706947690353,40.3920633006406,PA,Cambria County,North Allegheny,2009
440,69.24963518,51,1.357835984,51,16588984.54,9354649.462,7234335.078,-78.8117884206263,40.0333462283662,PA,Somerset County,Stony Creek,2009
441,20.9218598,50.4,0.415116266,50.4,12732630.19,6256165.675,6476464.511,-96.4804916649386,44.418437177082,SD,Brookings County,Buffalo Ridge,2009
442,10.10956922,25,0.404382769,25,6389873.325,3168234.179,3221639.147,-99.1357082654147,44.4758904891548,SD,Hand County,Titan I,2009
443,47.4452369,51,0.930298763,51,13033820.92,8182272.125,4851548.799,-98.6000896697443,44.0026983461822,SD,Jerauld County,Wessington Springs,2009
444,91.49003445,116,0.788707194,116,28044425.58,17314285.37,10730140.2,-98.3344050171011,33.0744134219704,TX,Jack County,Barton Chapel,2009
445,59.45863122,69.6,0.854290679,69.6,16861965.31,10555928.42,6306036.889,-100.775997423153,31.9651304290553,TX,Coke County,Goat Phase II,2009
446,221.4636374,197,1.124180901,197,47341144.57,33411403.16,13929741.4,-100.585207006683,32.5103284010043,TX,Fisher County,Inadale (Roscoe IV),2009
447,12.16166758,10,1.216166758,10,2755430.615,1752788.444,1002642.172,-101.981461520654,35.8146431967127,TX,Moore County,JD Wind 11,2009
448,12.29527419,10,1.229527419,10,2694556.561,1750092.09,944464.4715,-101.858228266335,36.0000332642355,TX,Moore County,JD Wind 7,2009
449,12.4559315,10,1.24559315,10,2658325.43,1762888.55,895436.8797,-101.889208284383,36.0269822071847,TX,Moore County,JD Wind 8,2009
450,184.4435867,160,1.152772417,160,42938881.6,27433163.41,15505718.19,-100.661883380392,31.1213057279849,TX,Irion County,Langford,2009
451,104.0839383,84.8,1.227404933,84.8,22952484.61,14865552.46,8086932.159,-101.52526774289,35.4047541325172,TX,Carson County,Majestic I,2009
452,133.6501242,114,1.17236951,114,31303185.68,19526628.9,11776556.78,-101.360651088522,36.4711247661842,TX,Hansford County,Noble Great Plains,2009
453,173.2994905,158.4,1.09406244,158.4,43496649.69,26727333.85,16769315.84,-102.819944681608,31.9816956061828,TX,Winkler County,Notrees,2009
454,136.4792374,124.74,1.094109648,124.74,33407700.28,20900343.47,12507356.81,-101.302103131099,31.9411901291681,TX,Glasscock County,Panther Creek II,2009
455,255.6381064,199.5,1.281394017,199.5,52954072.22,35808021.01,17146051.21,-101.117644398046,31.9887724748319,TX,Sterling County,Panther Creek III,2009
456,213.5064481,179.85,1.187136214,179.85,47329469.78,31405064.5,15924405.27,-97.4584435825126,27.9324611803725,TX,San Patricio County,Papalote Creek,2009
457,208.4824078,180,1.158235599,180,46438958.57,31021616.9,15417341.67,-97.5142128943157,27.0849316453984,TX,Kenedy County,Penescal,2009
458,200.4539299,249,0.805035863,249,52438654.67,37366030.75,15072623.92,-100.665590040635,32.591973518966,TX,Fisher County,Pyron (Roscoe III),2009
459,68.52668185,98.9,0.692888593,98.9,22275802.33,14126911.19,8148891.136,-100.184469486351,32.412863406538,TX,Taylor County,South Trent Mesa,2009
460,10.96288797,9,1.218098664,9,2447114.886,1567797.232,879317.6539,-101.880448811388,35.9321121218151,TX,Moore County,Sunray I,2009
461,47.189416,40.5,1.165170765,40.5,11061106.76,6917222.316,4143884.443,-101.906585283345,35.9467155284888,TX,Moore County,Sunray II,2009
462,297.7257999,242.5,1.227735257,242.5,79884169.97,42398931.39,37485238.58,-112.935611034502,38.5349736138255,UT,Beaver County,Milford Phase I,2009
463,126.7363004,103.5,1.224505318,103.5,33803346.08,18098174.27,15705171.81,-120.32912281442201,45.793260435919,WA,Klickitat County,Harvest Wind Farm,2009
464,53.46332586,44,1.215075588,44,10695266.95,7661171.63,3034095.322,-120.228486763879,47.0611274780084,WA,Kittitas County,Wild Horse II,2009
465,83.76747788,142.6,0.587429719,142.6,36634241.1,19186679.38,17447561.72,-120.675810037325,45.7596068366526,WA,Klickitat County,Windy Point I (Tuolomne Wind Project),2009
466,137.9228065,197.8,0.697284158,197.8,44365798.27,28010675.76,16355122.5,-120.734805008703,45.7427386651139,WA,Klickitat County,Windy Point II,2009
467,24.34105359,55.2,0.440961116,55.2,13173976.45,6950433.751,6223542.702,-120.859419402608,45.7096760897286,WA,Klickitat County,Windy Point IIa (Windy Flats Extension),2009
468,57.94541484,54,1.073063238,54,16207708.73,8948639.51,7259069.225,-88.4808116734551,43.4116993625797,WI,Dodge County,Butler Ridge,2009
469,0.487368103,2,0.243684052,2,371235.6475,227539.7265,143695.9209,-104.884689,41.178291,WY,Laramie County,Air Force (Laramie),2009
470,0,99,0,85.6528196,16979873.44,9733210.144,7246663.298,-106.000273776911,43.0168978620395,WY,Converse County,Campbell Hill,2009
471,5.53085127,16.5,0.335203107,16.5,2818492.004,1963968.378,854523.6259,-106.217673481233,42.8873621426945,WY,Natrona County,Casper Wind Farm,2009
472,12.7454739,37.5,0.339879304,37.5,7609364.048,4471341.878,3138022.17,-105.822709376785,43.0444782757895,WY,Converse County,Glenrock III,2009
473,39.06492959,122.1,0.319942093,122.1,21689626.83,14407074.15,7282552.685,-106.013250404386,41.6746911694367,WY,Albany County,High Plains,2009
474,10.11311674,35.15,0.287713136,35.15,7249023.105,4073492.463,3175530.642,-106.035996971427,41.6575725491566,WY,Albany County,McFadden Ridge,2009
475,27.21215937,122.1,0.222867808,122.1,23504190.62,13683738.38,9820452.234,-105.8302438594,43.063865581453,WY,Converse County,Rolling Hills,2009
476,8.812905598,42,0.209831086,42,8105191.711,4718924.423,3386267.288,-105.0270520056,41.1310125171004,WY,Laramie County,Silver Sage,2009
477,3.421576782,65.1,0.052558783,57.92073772,14392102.82,7091107.271,7300995.553,-110.173441565512,34.6183344121155,AZ,Navajo County,Dry Lake II,2010
478,74.3841782,150,0.495894521,150,38319261.56,19571627.5,18747634.07,-118.371429206361,35.0384885554139,CA,Kern County,Alta I,2010
479,164.8199999,123,1.339999999,123,32019885.79,22599384.52,9420501.266,-118.237004655581,35.0245826864322,CA,Kern County,Alta II,2010
480,111.3674624,101.2,1.100468996,101.2,33378782.42,16955483.38,16423299.04,-121.800680246878,40.8924821357177,CA,Shasta County,Hatchett Ridge,2010
481,37.77514156,36.8,1.026498412,36.8,12465761.55,5976456.661,6489304.884,-121.796981093569,38.1614204596227,CA,Solano County,Montezuma,2010
482,18.7071927,15,1.24714618,15,4300954.07,2696897.782,1604056.288,-118.19084299284,35.2506862635379,CA,Kern County,Pine Tree extension,2010
483,37.08636813,51,0.727183689,51,12648994.01,7310410.063,5338583.944,-102.336930339492,39.3699136788593,CO,Kit Carson County,Kit Carson Project,2010
484,0.739090054,1.8,0.410605586,1.8,468731.2225,222409.4166,246321.8059,-104.621391,38.163395,CO,Pueblo County,Pueblo Towers,2010
485,2.679999999,2,1.339999999,2,673157.2132,364552.7627,308604.4505,-75.164902,38.78289,DE,Sussex County,University of Delaware,2010
486,2.013810777,1.5,1.342540518,1.5,317500.7385,275460.8431,42039.89537,-94.440491,41.225693,IA,Adair County,Bulldog,2010
487,1.431148156,1.5,0.954098771,1.5,352753.3501,238111.3201,114642.03,-94.444794,41.393093,IA,Adair County,Wolverine,2010
488,3.920551774,4,0.980137943,4,1028050.363,643796.547,384253.8161,-95.6562499999023,43.4059560095426,IA,Osceola County,Zachary Ridge,2010
489,113.4509934,124.5,0.911252959,124.5,36665391,19274357.25,17391033.75,-111.839894893907,43.4647107786765,ID,Bonneville County,Goshen North,2010
490,14.37079112,16.8,0.855404233,16.8,4988432.85,2543839.05,2444593.801,-115.017143991071,42.893721756229,ID,Twin Falls County,Tuana Springs,2010
491,262.7324692,198,1.326931663,198,60525226.18,35875043.06,24650183.12,-88.5373483412458,41.162431244036,IL,Grundy County,Blackstone (Top Crop) II,2010
492,407.4306563,298,1.367216968,298,88403359.7,54667635.13,33735724.57,-88.4393453400419,40.9748918161291,IL,Livingston County,Cayuga Ridge,2010
493,125.8997836,99,1.271714986,99,28610045.88,17571387.79,11038658.09,-87.0310833761268,40.6384562916765,IN,White County,Meadow Lake II,2010
494,130.5756068,103.5,1.261600066,103.5,29994790.1,18302746.34,11692043.76,-87.01785278413,40.6135638627619,IN,White County,Meadow Lake III,2010
495,135.4319045,98.7,1.372157087,98.7,29772684.41,18161704.04,11610980.38,-87.0351441460138,40.677469286761,IN,White County,Meadow Lake IV,2010
496,15.78053646,12.5,1.262442917,12.5,3018285.836,2213574.209,804711.6278,-99.3461589496325,37.550025766787,KS,Kiowa County,Greensburg,2010
497,61.31456957,48,1.277386866,48,11637580.66,8544250.231,3093330.428,-99.7120568614697,37.8745137047532,KS,Ford County,Spearville II,2010
498,1.215000774,0.9,1.35000086,0.9,352143.2041,164805.5627,187337.6413,-72.866798,42.616291,MA,Franklin County,Berkshire East Ski Area,2010
499,2.210999999,1.65,1.339999999,1.65,647215.6036,300081.3661,347134.2375,-70.608902,41.60849,MA,Barnstable County,Falmouth Notus,2010
500,2.301662401,1.65,1.39494691,1.65,437847.1572,305873.1278,131974.0294,-70.620796,41.605892,MA,Barnstable County,Falmouth Wastewater,2010
501,63.99840175,70,0.914262882,70,20336141.56,10861528.66,9474612.901,-79.3143354022865,39.3870646319145,MD,Garrett County,Criterion,2010
502,78.10931844,66,1.183474522,66,21442600.47,11644033.09,9798567.371,-70.5660210445336,45.3347305601833,ME,Franklin County,Kibby Mountain II,2010
503,35.57084887,25.5,1.39493525,25.5,8882075.156,4821903.075,4060172.081,-67.9696080146075,45.612425246357,ME,Washington County,Stetson Wind expansion,2010
504,9.877051557,20.5,0.481807393,20.5,6227436.114,2643859.322,3583576.792,-85.3055306888715,44.1846438251706,MI,Missaukee County,Stoney Corners II,2010
505,60.53820636,148.8,0.406842785,148.8,29743451.1,18462135.73,11281315.38,-94.8736004525567,43.7109795213718,MN,Jackson County,Elm Creek II,2010
506,21.6736325,20,1.083681625,20,5128874.196,3339896.995,1788977.201,-95.8975299327257,45.80898436681,MN,Grant County,Grant County,2010
507,166.0328194,201,0.826033927,201,49496021.66,30490474.95,19005546.71,-95.794317085974,43.6881226628949,MN,Nobles County,Nobles,2010
