"pid","p_name","p_year","t_cap","t_count","t_rd","slr_cpc","wnd_cpc","slr_wn","tx_cpct","revenue","cost","profit","lon","lat","t_state","t_county","fips","county","state","env_sens_score","dac_sts","energy_brdn","foss_emplmt","coal_emplmt","outage_n","outage_dur","rci","energy_community","sid","lines","max_volt","min_volt","distance_m","distance_km"
381,"Cassia",2009,2100,14,88,22.57256106,29.4,0.767774186,29.4,8573786.114,4290972.6,4282813.515,-115.025589109758,42.8629719759269,"ID","Twin Falls County",16083,"Twin Falls County","ID",10,0,3,0,0,0,0,92,0,201434,3,138,115,1863.44411627264,1.86344411627264
382,"Mountain Home",2009,2100,20,88,29.87173856,42,0.711231871,42,12044334.17,5982863.817,6061470.353,-115.473790287172,43.0401660020795,"ID","Elmore County",16039,"Elmore County","ID",1,1,3,0.001001,0.001001,1,91,79,0,204857,3,138,138,2323.23495780511,2.32323495780511
383,"Blackstone (Top Crop)",2009,1500,68,77,138.0542177,102,1.353472723,102,31017230.88,18633219.34,12384011.54,-88.6181273004804,41.1343473476072,"IL","LaSalle County",17099,"LaSalle County","IL",1,0,3,0,0,2,4187,89,0,134655,3,345,345,2614.07783654259,2.61407783654259
384,"EcoGrove",2009,1500,67,82,136.5629788,100.5,1.35883561,100.5,29985248.47,18400506.14,11584742.32,-89.8804109577616,42.4577501246525,"IL","Stephenson County",17177,"Stephenson County","IL",1,0,4,0,0,1,4187,89,0,124271,2,138,138,3539.93919620857,3.53993919620857
385,"Grand Ridge II",2009,1500,41,77,77.34411314,61.5,1.257627856,61.5,18305181.18,10901412.25,7403768.925,-88.6970300021852,41.2044169689933,"IL","LaSalle County",17099,"LaSalle County","IL",1,0,3,0,0,2,4187,89,0,138200,3,138,138,9752.00618888737,9.75200618888737
386,"Grand Ridge III/IV",2009,1500,33,77,60.9005039,49.5,1.23031321,49.5,15036643.57,8693718.557,6342925.013,-88.7348142118738,41.1715914741136,"IL","LaSalle County",17099,"LaSalle County","IL",1,0,3,0,0,2,4187,89,0,123330,1,138,138,10759.5855398705,10.7595855398705
387,"Lee/DeKalb",2009,1500,145,77,272.7336033,217.5,1.253947601,217.5,65185349.1,38492985.26,26692363.85,-88.8905397172735,41.8139987700151,"IL","DeKalb County",17037,"DeKalb County","IL",1,0,2,0.000529,0.000456,3,4487,94,0,122200,3,138,138,9147.98523927625,9.14798523927625
388,"Rail Splitter",2009,1500,66,77,126.8794005,99,1.281610106,99,26657587.48,17633917.23,9023670.253,-89.4252026234886,40.3356611431824,"IL","Tazewell County",17179,"Tazewell County","IL",1,0,2,0.000222,0.000222,0,0,91,0,122076,1,138,138,1882.4892404193,1.8824892404193
389,"Fowler Ridge I",2009,1650,222,82,452.318339,366.3,1.2348303,366.3,110166726.3,64211571.8,45955154.51,-87.2921948696529,40.5856633911429,"IN","Benton County",18007,"Benton County","IN",1,0,5,0,0,0,0,77,0,123978,1,345,345,3185.49009304301,3.18549009304301
390,"Fowler Ridge II",2009,1500,133,77,260.0093536,199.5,1.303305031,199.5,58513587.32,35822651.89,22690935.43,-87.4512184487352,40.5587484000757,"IN","Benton County",18007,"Benton County","IN",1,0,5,0,0,0,0,77,0,123977,1,345,345,2911.33067474673,2.91133067474673
391,"Hoosier",2009,2000,53,92.5,144.0688852,106,1.359140426,106,32779882.2,19443237.02,13336645.18,-87.2268100635679,40.7083216669442,"IN","Benton County",18007,"Benton County","IN",1,0,5,0,0,0,0,77,0,123279,2,138,138,7452.74217433282,7.45274217433282
392,"Meadow Lake",2009,1650,121,82,271.4732739,199.65,1.359745925,199.65,62288602.48,36539099.86,25749502.61,-86.9326516195793,40.6354301713547,"IN","White County",18181,"White County","IN",1,0,4,0.000109,0.000109,0,0,67,0,123277,6,345,345,1930.57072637689,1.93057072637689
393,"Central Plains",2009,3000,33,90,124.4439746,99,1.257009844,99,24195012.86,17497198.28,6697814.578,-101.159943693369,38.5206592025376,"KS","Wichita County",20203,"Wichita County","KS",10,0,3,0.002347,0.000546,0,0,63,0,119580,3,115,115,3838.92018017969,3.83892018017969
394,"Flat Ridge Wind Farm",2009,2500,40,96,127.3369134,100,1.273369134,100,24031201.88,17761792.21,6269409.664,-98.4820919621084,37.3717021701245,"KS","Barber County",20007,"Barber County","KS",1,0,4,0.002347,0.000546,0,0,44,0,118234,3,138,138,2047.9603355204,2.0479603355204
395,"Air Force (Barnstable)",2009,1500,1,77,2.072479581,1.5,1.381653054,1.5,563775.5321,276715.0545,287060.4776,-70.591103,41.657692,"MA","Barnstable County",25001,"Barnstable County","MA",25,0,4,9.8e-05,9.8e-05,0,0,92,0,135447,4,115,115,3031.41089323988,3.03141089323988
396,"Mark Richey Woodworking",2009,600,1,48,0.804767522,0.6,1.341279204,0.6,231548.0165,109422.1473,122125.8692,-70.880699,42.802891,"MA","Essex County",25009,"Essex County","MA",1,0,3,0.000447,0.000471,0,0,92,0,136939,3,345,115,8210.98651613879,8.21098651613879
397,"Mount Wachusett Wind Farm",2009,1500,2,77,3.699959796,3,1.233319932,3,967373.6574,526179.6649,441193.9925,-71.9838985050741,42.5896420003952,"MA","Worcester County",25027,"Worcester County","MA",1,0,4,0.000563,0.000563,0,0,93,0,139720,3,115,115,5522.9219011615,5.52292190116149
398,"MWRA Deer Island",2009,600,2,47,1.607999999,1.2,1.339999999,1.2,354175.1933,218607.4886,135567.7047,-70.9568709957887,42.3464720007922,"MA","Suffolk County",25025,"Suffolk County","MA",128,0,3,0.000447,0.000471,0,0,91,0,133687,8,345,115,6768.5205063017,6.7685205063017
399,"Williams Stone",2009,600,1,47,0.818918463,0.6,1.364864105,0.6,185118.8913,110366.5735,74752.31781,-73.069901,42.234192,"MA","Berkshire County",25003,"Berkshire County","MA",30,0,5,0,0,0,0,90,0,133471,2,115,115,9411.2860183302,9.4112860183302
400,"Fox Islands",2009,1500,3,77,5.375463538,4.5,1.194547453,4.5,1361439.303,783857.0671,577582.2357,-68.8657990015806,44.0938910065207,"ME","Knox County",23013,"Knox County","ME",1,0,6,0.001018,0.001194,0,0,82,0,136808,1,115,115,20586.2845697315,20.5862845697315
401,"Kibby Mountain, phase I",2009,3000,22,90,90.57993061,66,1.372423191,66,21101496.74,12405639.97,8695856.761,-70.5363015206038,45.3928869239746,"ME","Franklin County",23007,"Franklin County","ME",10,0,7,0.001018,0.001194,0,0,80,0,133136,2,115,115,53042.3482972112,53.0423482972112
402,"Presque Isle",2009,600,1,47,0.646947209,0.6,1.078245349,0.6,197241.9475,106286.4483,90955.49918,-68.020203,46.667389,"ME","Aroostook County",23003,"Aroostook County","ME",1,0,6,0.000342,0.001076,0,0,76,0,136691,1,345,345,146487.525628437,146.487525628437
403,"Stetson",2009,1500,38,77,49.18601954,57,0.862912624,57,17546177.67,8858021.963,8688155.71,-67.9798828140677,45.5215917975981,"ME","Washington County",23029,"Washington County","ME",10,0,7,0.000342,0.001076,0,0,77,0,136691,1,345,345,44877.1018955856,44.8771018955856
404,"Stoney Corners - Repower",2009,2050,7,92.5,16.66542058,14.35,1.161353351,14.35,3635194.08,2460237.971,1174956.109,-85.3121417383425,44.1900874233101,"MI","Missaukee County",26113,"Missaukee County","MI",1,0,7,0.000801,0.000249,1,278,78,0,145744,2,138,138,12377.6575727828,12.3776575727828
405,"Uilk Wind Farm",2009,1500,3,70,1.726464469,4.5,0.383658771,4.5,1009688.967,553977.7796,455711.1878,-96.4232253313667,43.9813260469534,"MN","Pipestone County",27117,"Pipestone County","MN",10,0,5,0.000505,0.000505,0,0,67,0,138637,1,115,115,16641.3401985545,16.6413401985545
406,"Moraine II",2009,1500,33,77,52.63253232,49.5,1.063283481,49.5,12598429.45,8170662.011,4427767.436,-96.0568995531834,44.1022245559512,"MN","Pipestone County",27101,"Murray County","MN",10,0,4,0.000505,0.000505,0,0,68,0,138628,3,115,115,9402.31561721124,9.40231561721125
407,"Willmar",2009,2000,2,80,4.162093525,4,1.040523381,4,999907.2727,660613.9088,339293.3639,-95.0074615123446,45.1580090012465,"MN","Kandiyohi County",27067,"Kandiyohi County","MN",1,0,5,0.000505,0.000505,0,0,90,0,138555,3,115,115,28032.5288346594,28.0325288346594
408,"Farmers City",2009,2000,73,87,126.7017895,146,0.867820476,146,36160149.78,22536724.22,13623425.56,-95.4532408677852,40.5553405769612,"MO","Atchison County",29005,"Atchison County","MO",1,0,4,0.000533,0.000408,0,0,65,0,148599,3,345,345,28269.579794847,28.269579794847
409,"Glacier Wind II",2009,1500,69,77,85.35959881,103.5,0.824730423,103.5,28057588.98,15483733.23,12573855.75,-112.177371952376,48.5367534342229,"MT","Toole County",30101,"Toole County","MT",1,0,1,0.004578,0.001052,0,0,66,0,202342,3,115,115,2899.73412078934,2.89973412078934
410,"Ashtabula II",2009,1500,80,77,135.7500495,120,1.131250412,120,31595201.99,20277321.01,11317880.98,-97.941954961898,47.2956794502217,"ND","Steele County",38091,"Steele County","ND",10,0,6,0.000382,0.000382,0,0,45,0,135379,2,230,230,5206.19808001375,5.20619808001375
411,"Luverne",2009,1500,33,82.5,40.92096383,49.5,0.826686138,49.5,11540126.41,7410776.408,4129350.003,-97.9247457451657,47.3440100193245,"ND","Steele County",38091,"Steele County","ND",1,0,6,0.000382,0.000382,0,0,45,0,135379,2,230,230,2763.61483180452,2.76361483180452
412,"Prairie Winds Minot Wind 2",2009,1500,3,82.5,4.621375459,4.5,1.026972324,4.5,1174525.566,731610.4925,442915.0734,-101.291224223775,47.9882650552448,"ND","Ward County",38101,"Ward County","ND",15,0,2,0.028596,0.002212,0,0,89,0,133975,2,115,115,6811.53223648587,6.81153223648587
413,"Prairie Winds ND 1",2009,1500,77,77,113.2179553,115.5,0.980242037,115.5,29431549.57,18399676.23,11031873.34,-101.279968113121,47.9397739192641,"ND","Ward County",38101,"Ward County","ND",15,0,2,0.028596,0.002212,0,0,89,0,133975,2,115,115,2504.39787926281,2.50439787926281
414,"Rugby",2009,2100,71,88,151.1912793,149.1,1.014026018,149.1,39806270.01,24064213.46,15742056.55,-99.9533387826827,48.5042554107194,"ND","Pierce County",38069,"Pierce County","ND",10,0,5,0.028596,0.002212,0,0,64,0,132777,1,230,230,2220.88035232316,2.22088035232316
415,"Baldwin",2010,1600,37,91,57.71173315,59.2,0.974860357,59.2,15839687.08,9411026.266,6428660.813,-100.67769963046,47.1234173591671,"ND","Burleigh County",38015,"Burleigh County","ND",10,0,2,0.001366,0.001074,3,2187,91,0,132924,2,230,230,2533.77986752217,2.53377986752217
416,"Elkhorn Ridge",2009,3000,26,90,85.31928978,78,1.093837048,78,19150173.01,13121318.37,6028854.64,-97.6681352490644,42.6740554510703,"NE","Knox County",31107,"Knox County","NE",1,0,5,0.000329,0.000329,0,0,67,0,132474,4,115,115,24723.2079794189,24.7232079794189
417,"High Lonesome",2009,2500,40,116,71.82224669,100,0.718222467,100,25210649.33,14427357.2,10783292.14,-105.961887207435,34.4681964720555,"NM","Torrance County",35057,"Torrance County","NM",10,0,6,0.001257,0.001206,0,0,76,0,301672,5,115,115,19383.3669590927,19.3833669590927
418,"Dutch Hill/Cohocton",2009,2500,50,96,162.2224637,125,1.29777971,125,47087875.83,22439253.94,24648621.89,-77.4653881097148,42.5174530253624,"NY","Steuben County",36101,"Steuben County","NY",1,0,4,0.001117,0.001024,0,0,89,0,124253,2,115,115,6574.36424376655,6.57436424376655
419,"High Sheldon",2009,1500,75,77,146.3970315,112.5,1.301306947,112.5,37965946.51,20192818.86,17773127.64,-78.3843481601662,42.745886840783,"NY","Wyoming County",36121,"Wyoming County","NY",1,0,4,0.001117,0.001024,0,0,68,0,145343,3,230,230,3583.53925172489,3.58353925172489
420,"Noble Altona",2009,1500,65,77,133.2451759,97.5,1.366617189,97.5,27822975.8,17881083.99,9941891.81,-73.6510277130138,44.8237978896839,"NY","Clinton County",36019,"Clinton County","NY",1,0,4,0.000717,0.000717,0,0,89,0,135975,3,230,230,1313.00440790432,1.31300440790432
421,"Noble Chateaugay",2009,1500,71,77,145.398689,106.5,1.365245906,106.5,35046983.24,19548270.96,15498712.27,-74.0391200537919,44.8994911147688,"NY","Franklin County",36033,"Franklin County","NY",1,0,5,0.000717,0.000717,0,0,87,0,135973,3,230,230,4289.4426190274,4.2894426190274
422,"Noble Wethersfield",2009,1500,84,77,144.481771,126,1.146680722,126,41080324.67,21412718.03,19667606.64,-78.2584959785679,42.6289196231734,"NY","Wyoming County",36121,"Wyoming County","NY",1,0,4,0.001117,0.001024,0,0,68,0,124224,2,230,230,5188.44154917312,5.18844154917312
423,"Blue Canyon V",2009,1500,66,77,0,99,0,85.6528196,16330316.52,9647407.434,6682909.087,-98.4730912607792,34.8239377102642,"OK","Comanche County",40031,"Comanche County","OK",10,0,3,0.000335,0.000335,0,0,88,0,118507,2,138,138,1096.11420160256,1.09611420160256
424,"Elk City",2009,2300,43,93,33.79822284,98.9,0.341741384,98.9,19095206.71,11808397.79,7286808.927,-99.9093330987671,35.5069400400273,"OK","Roger Mills County",40129,"Roger Mills County","OK",1,0,4,0.010798,0.000855,0,0,55,0,118503,2,230,230,3297.70277733843,3.29770277733843
425,"OU Spirit",2009,2300,44,93,109.2598596,101.2,1.079642881,101.2,26057326.13,16740930.24,9316395.895,-99.4929822315311,36.3300261351694,"OK","Woodward County",40153,"Woodward County","OK",25,0,3,0.011018,0.000909,0,0,86,0,118687,2,138,138,1236.34628221221,1.23634628221221
426,"Biglow Canyon II",2009,2300,65,93,173.5393838,149.5,1.160798554,149.5,49685749.97,25549611.96,24136138.01,-120.638755195992,45.6429159567965,"OR","Sherman County",41055,"Sherman County","OR",1,0,3,0,0.000679,0,0,65,0,202156,1,115,115,6103.65705336993,6.10365705336993
427,"Echo 1-7",2009,1650,27,82,48.2833045,44.55,1.083800325,44.55,14904652.21,7405753.236,7498898.972,-119.443429690788,45.6768817286007,"OR","Umatilla County",41049,"Morrow County","OR",15,0,3,0.000248,0.000248,0,0,76,1,205703,1,115,115,8004.30940997659,8.0043094099766
428,"Echo 8-9",2009,2000,10,92.5,7.412557325,20,0.370627866,20,4903501.803,2429741.019,2473760.784,-119.432759481668,45.6864373469666,"OR","Morrow County",41059,"Umatilla County","OR",15,0,3,0.000248,0.000248,1,399,89,0,205703,1,115,115,6758.65472590197,6.75865472590197
429,"Hay Canyon",2009,2100,48,88,83.68758646,100.8,0.830233993,100.8,22305107.02,15102532.46,7202574.559,-120.580395230881,45.5052010469517,"OR","Sherman County",41055,"Sherman County","OR",1,0,3,0,0.000679,0,0,65,0,201227,5,345,115,1434.43320060412,1.43443320060412
430,"Pebble Springs",2009,2100,47,88,81.58011425,98.7,0.826546244,98.7,21822134.48,14777246.43,7044888.049,-120.124456300147,45.6862862725439,"OR","Gilliam County",41021,"Gilliam County","OR",10,0,4,0,0.000679,1,31,67,1,201009,7,500,115,2947.05603028696,2.94705603028696
431,"Threemile Canyon",2009,1650,6,82,4.83605485,9.9,0.488490389,9.9,2365652.418,1278810.153,1086842.265,-119.937985018683,45.6776470954786,"OR","Morrow County",41049,"Morrow County","OR",10,0,3,0.000248,0.000248,0,0,76,1,203422,3,115,115,10537.8893574644,10.5378893574644
432,"Vansycle II",2009,2300,43,93,52.30009717,98.9,0.528817969,98.9,21284342.67,12956783.5,8327559.169,-118.605910852327,45.9168573865553,"OR","Umatilla County",41059,"Umatilla County","OR",10,0,3,0.000248,0.000248,1,399,89,0,202431,2,230,230,2069.18992364306,2.06918992364306
433,"Wheatfield",2009,2100,46,88,66.51107438,96.6,0.688520439,96.6,20798382.6,13607745.59,7190637.012,-120.314388052375,45.6729955721092,"OR","Gilliam County",41021,"Gilliam County","OR",10,0,4,0,0.000679,1,31,67,1,201545,2,230,230,349.836215348357,0.349836215348357
434,"Combine Hills II",2009,1000,63,61.4,63.67581506,63,1.010727223,63,14983194.71,10169235.15,4813959.555,-118.596533115072,45.9476126454858,"OR","Umatilla County",41059,"Umatilla County","OR",10,0,3,0.000248,0.000248,1,399,89,0,202431,2,230,230,5006.91929294705,5.00691929294705
435,"Willow Creek",2009,1500,48,77,31.99079589,72,0.44431661,72,16799465.97,9084459.322,7715006.647,-119.993753854711,45.6535938207935,"OR","Gilliam County",41049,"Morrow County","OR",10,0,3,0.000248,0.000248,0,0,76,1,201236,2,230,115,7655.45923369511,7.65545923369511
436,"Armenia Mountain",2009,1500,65,77,140.2945088,97.5,1.438918039,97.5,29744066.36,18336503.09,11407563.27,-76.8886274293456,41.7515889905043,"PA","Tioga County",42015,"Bradford County","PA",10,0,3,0.004968,0.000946,0,0,89,0,127619,2,115,115,3093.75550872639,3.09375550872639
437,"Highland Wind Project",2009,2500,25,90,83.24187104,62.5,1.331869937,62.5,19312716.99,11337413.86,7975303.129,-78.7017061286461,40.2725917124657,"PA","Cambria County",42021,"Cambria County","PA",25,0,5,0.000759,0.000759,0,0,88,1,124192,4,115,115,3504.57387104523,3.50457387104523
438,"Locust Ridge II",2009,2000,51,83,125.176931,102,1.227224813,102,35229631.19,18035314.92,17194316.28,-76.1861704765478,40.8396195747771,"PA","Schuylkill County",42107,"Schuylkill County","PA",1,0,6,0.00074,0.00074,0,0,89,1,123610,5,500,230,27729.5586639535,27.7295586639535
439,"North Allegheny",2009,2000,32,87,78.68916178,64,1.229518153,64,22383505.76,11187390.57,11196115.19,-78.5706947690353,40.3920633006406,"PA","Cambria County",42021,"Cambria County","PA",30,0,5,0.000759,0.000759,0,0,88,1,123838,4,230,230,1189.71168872005,1.18971168872005
440,"Stony Creek",2009,1500,34,77,69.24963518,51,1.357835984,51,16588984.54,9354649.462,7234335.078,-78.8117884206263,40.0333462283662,"PA","Somerset County",42111,"Somerset County","PA",10,0,5,0.00074,0.00074,0,0,87,1,127773,1,115,115,8429.45416712506,8.42945416712506
441,"Buffalo Ridge",2009,2100,24,88,20.9218598,50.4,0.415116266,50.4,12732630.19,6256165.675,6476464.511,-96.4804916649386,44.418437177082,"SD","Brookings County",46011,"Brookings County","SD",1,0,4,0.000206,0.000206,0,0,92,0,138638,2,345,345,5013.50754757701,5.01350754757701
442,"Titan I",2009,2500,10,89,10.10956922,25,0.404382769,25,6389873.325,3168234.179,3221639.147,-99.1357082654147,44.4758904891548,"SD","Hand County",46059,"Hand County","SD",15,0,3,0.000961,0.000678,0,0,65,0,144149,4,345,230,45253.0147847825,45.2530147847825
443,"Wessington Springs",2009,1500,34,91,47.4452369,51,0.930298763,51,13033820.92,8182272.125,4851548.799,-98.6000896697443,44.0026983461822,"SD","Jerauld County",46073,"Jerauld County","SD",15,0,3,0.000206,0.000206,0,0,46,0,144249,2,345,230,54894.1470328017,54.8941470328017
444,"Barton Chapel",2009,2000,58,87,91.49003445,116,0.788707194,116,28044425.58,17314285.37,10730140.2,-98.3344050171011,33.0744134219704,"TX","Jack County",48237,"Jack County","TX",1,0,4,0.004818,0.001241,0,0,63,0,301946,3,138,138,26456.7934959691,26.4567934959691
445,"Goat Phase II",2009,2400,29,92,59.45863122,69.6,0.854290679,69.6,16861965.31,10555928.42,6306036.889,-100.775997423153,31.9651304290553,"TX","Coke County",48081,"Coke County","TX",10,0,6,0.002854,0.000951,0,0,44,0,305506,1,138,138,5529.93631390587,5.52993631390587
446,"Inadale (Roscoe IV)",2009,1000,197,61.4,221.4636374,197,1.124180901,197,47341144.57,33411403.16,13929741.4,-100.585207006683,32.5103284010043,"TX","Fisher County",48353,"Nolan County","TX",1,0,3,0,0,0,0,73,0,313413,2,138,138,18318.9402231249,18.3189402231249
447,"JD Wind 11",2009,1250,8,64,12.16166758,10,1.216166758,10,2755430.615,1752788.444,1002642.172,-101.981461520654,35.8146431967127,"TX","Moore County",48341,"Moore County","TX",10,0,3,0,0,0,0,75,0,301324,3,115,115,17325.876532926,17.325876532926
448,"JD Wind 7",2009,1250,8,64,12.29527419,10,1.229527419,10,2694556.561,1750092.09,944464.4715,-101.858228266335,36.0000332642355,"TX","Moore County",48341,"Moore County","TX",1,0,3,0,0,0,0,75,0,307040,10,230,115,3719.58186085985,3.71958186085985
449,"JD Wind 8",2009,1250,8,64,12.4559315,10,1.24559315,10,2658325.43,1762888.55,895436.8797,-101.889208284383,36.0269822071847,"TX","Moore County",48341,"Moore County","TX",10,0,3,0,0,0,0,75,0,307040,10,230,115,7088.93575899408,7.08893575899408
450,"Langford",2009,1600,100,91,184.4435867,160,1.152772417,160,42938881.6,27433163.41,15505718.19,-100.661883380392,31.1213057279849,"TX","Irion County",48451,"Tom Green County","TX",10,0,3,0.002625,0.000525,0,0,88,0,310886,3,138,138,19135.0580740862,19.1350580740862
451,"Majestic I",2009,1600,53,91,104.0839383,84.8,1.227404933,84.8,22952484.61,14865552.46,8086932.159,-101.52526774289,35.4047541325172,"TX","Carson County",48065,"Carson County","TX",1,0,3,0.000694,0.000573,0,0,78,0,310707,3,115,115,8947.70269503459,8.94770269503459
452,"Noble Great Plains",2009,1500,76,77,133.6501242,114,1.17236951,114,31303185.68,19526628.9,11776556.78,-101.360651088522,36.4711247661842,"TX","Hansford County",48195,"Hansford County","TX",1,0,4,0,0,0,0,42,0,310118,2,115,115,1938.70214338417,1.93870214338417
453,"Notrees",2009,1650,96,82,173.2994905,158.4,1.09406244,158.4,43496649.69,26727333.85,16769315.84,-102.819944681608,31.9816956061828,"TX","Winkler County",48495,"Winkler County","TX",10,0,3,0,0,0,0,41,0,311753,4,138,138,30837.521562079,30.837521562079
454,"Panther Creek II",2009,1620,77,91,136.4792374,124.74,1.094109648,124.74,33407700.28,20900343.47,12507356.81,-101.302103131099,31.9411901291681,"TX","Glasscock County",48173,"Glasscock County","TX",10,0,3,0,0,0,0,64,0,310670,3,138,138,16261.5544582933,16.2615544582933
455,"Panther Creek III",2009,1500,133,77,255.6381064,199.5,1.281394017,199.5,52954072.22,35808021.01,17146051.21,-101.117644398046,31.9887724748319,"TX","Sterling County",48431,"Sterling County","TX",10,0,4,0.002854,0.000951,1,637,43,0,310670,3,138,138,18883.2489866338,18.8832489866338
456,"Papalote Creek",2009,1650,109,82,213.5064481,179.85,1.187136214,179.85,47329469.78,31405064.5,15924405.27,-97.4584435825126,27.9324611803725,"TX","San Patricio County",48409,"San Patricio County","TX",1,0,4,0.005776,0.001399,0,0,83,0,309630,3,138,138,31554.5001628804,31.5545001628804
457,"Penescal",2009,2400,75,92,208.4824078,180,1.158235599,180,46438958.57,31021616.9,15417341.67,-97.5142128943157,27.0849316453984,"TX","Kenedy County",48261,"Kenedy County","TX",10,0,6,0.013521,0.001535,2,3962,49,0,309711,3,345,138,25815.3554704001,25.8153554704001
458,"Pyron (Roscoe III)",2009,1500,166,77,200.4539299,249,0.805035863,249,52438654.67,37366030.75,15072623.92,-100.665590040635,32.591973518966,"TX","Fisher County",48415,"Scurry County","TX",1,0,4,0,0,0,0,84,0,312254,3,138,138,23763.7588985599,23.7637588985599
459,"South Trent Mesa",2009,2300,43,82,68.52668185,98.9,0.692888593,98.9,22275802.33,14126911.19,8148891.136,-100.184469486351,32.412863406538,"TX","Taylor County",48353,"Nolan County","TX",10,0,3,0,0,0,0,73,0,313413,2,138,138,21262.410652669,21.262410652669
460,"Sunray I",2009,1500,6,77,10.96288797,9,1.218098664,9,2447114.886,1567797.232,879317.6539,-101.880448811388,35.9321121218151,"TX","Moore County",48341,"Moore County","TX",1,0,3,0,0,0,0,75,0,301324,3,115,115,2562.61900821608,2.56261900821608
461,"Sunray II",2009,1500,27,77,47.189416,40.5,1.165170765,40.5,11061106.76,6917222.316,4143884.443,-101.906585283345,35.9467155284888,"TX","Moore County",48341,"Moore County","TX",1,0,3,0,0,0,0,75,0,301324,3,115,115,1447.28707036277,1.44728707036277
462,"Milford Phase I",2009,2500,97,99,297.7257999,242.5,1.227735257,242.5,79884169.97,42398931.39,37485238.58,-112.935611034502,38.5349736138255,"UT","Beaver County",49001,"Beaver County","UT",1,0,3,0.003079,0.003079,0,0,70,0,201551,3,345,345,3029.93269106398,3.02993269106398
463,"Harvest Wind Farm",2009,2300,45,93,126.7363004,103.5,1.224505318,103.5,33803346.08,18098174.27,15705171.81,-120.329122814422,45.793260435919,"WA","Klickitat County",53039,"Klickitat County","WA",10,0,4,0.000251,0.000608,0,0,71,1,201228,2,230,230,5771.19367543693,5.77119367543693
464,"Wild Horse II",2009,2000,22,80,53.46332586,44,1.215075588,44,10695266.95,7661171.63,3034095.322,-120.228486763879,47.0611274780084,"WA","Kittitas County",53037,"Kittitas County","WA",10,0,3,0.000251,0.000608,2,4966,95,0,202003,2,230,115,3880.09388082325,3.88009388082325
465,"Windy Point I (Tuolomne Wind Project)",2009,2300,62,93,83.76747788,142.6,0.587429719,142.6,36634241.1,19186679.38,17447561.72,-120.675810037325,45.7596068366526,"WA","Klickitat County",53039,"Klickitat County","WA",10,0,4,0.000251,0.000608,0,0,71,1,201233,3,230,230,479.463400948779,0.479463400948779
466,"Windy Point II",2009,2300,86,93,137.9228065,197.8,0.697284158,197.8,44365798.27,28010675.76,16355122.5,-120.734805008703,45.7427386651139,"WA","Klickitat County",53039,"Klickitat County","WA",10,0,4,0.000251,0.000608,0,0,71,1,200496,3,230,230,2755.31107500599,2.75531107500599
467,"Windy Point IIa (Windy Flats Extension)",2009,2300,24,93,24.34105359,55.2,0.440961116,55.2,13173976.45,6950433.751,6223542.702,-120.859419402608,45.7096760897286,"WA","Klickitat County",53039,"Klickitat County","WA",10,0,4,0.000251,0.000608,0,0,71,0,201323,2,230,230,7048.62428479213,7.04862428479213
468,"Butler Ridge",2009,1500,36,82.5,57.94541484,54,1.073063238,54,16207708.73,8948639.51,7259069.225,-88.4808116734551,43.4116993625797,"WI","Dodge County",55027,"Dodge County","WI",10,0,3,0.00016,0.00016,0,0,92,0,143654,2,138,138,9887.38466308325,9.88738466308325
469,"Air Force (Laramie)",2009,2000,1,87,0.487368103,2,0.243684052,2,371235.6475,227539.7265,143695.9209,-104.884689,41.178291,"WY","Laramie County",56021,"Laramie County","WY",10,0,2,0.001988,0,0,0,94,0,204226,3,230,115,9585.64643595648,9.58564643595648
470,"Campbell Hill",2009,1500,66,77,0,99,0,85.6528196,16979873.44,9733210.144,7246663.298,-106.000273776911,43.0168978620395,"WY","Converse County",56009,"Converse County","WY",10,0,2,0.010616,0.003673,0,0,70,1,201373,3,230,115,13419.3935003882,13.4193935003882
471,"Casper Wind Farm",2009,1500,11,77,5.53085127,16.5,0.335203107,16.5,2818492.004,1963968.378,854523.6259,-106.217673481233,42.8873621426945,"WY","Natrona County",56025,"Natrona County","WY",10,0,2,0.010208,0,0,0,89,1,209466,1,115,115,3794.07652847295,3.79407652847295
472,"Glenrock III",2009,1500,25,77,12.7454739,37.5,0.339879304,37.5,7609364.048,4471341.878,3138022.17,-105.822709376785,43.0444782757895,"WY","Converse County",56009,"Converse County","WY",10,0,2,0.010616,0.003673,0,0,70,1,201373,3,230,115,2744.19067605695,2.74419067605695
473,"High Plains",2009,1850,66,91,39.06492959,122.1,0.319942093,122.1,21689626.83,14407074.15,7282552.685,-106.013250404386,41.6746911694367,"WY","Albany County",56001,"Albany County","WY",10,0,3,0.010616,0.003673,0,0,98,1,201269,4,230,230,2822.79584602525,2.82279584602525
474,"McFadden Ridge",2009,1850,19,91,10.11311674,35.15,0.287713136,35.15,7249023.105,4073492.463,3175530.642,-106.035996971427,41.6575725491566,"WY","Albany County",56001,"Albany County","WY",10,0,3,0.010616,0.003673,0,0,98,1,201269,4,230,230,1745.01958198116,1.74501958198116
475,"Rolling Hills",2009,1850,66,91,27.21215937,122.1,0.222867808,122.1,23504190.62,13683738.38,9820452.234,-105.8302438594,43.063865581453,"WY","Converse County",56009,"Converse County","WY",10,0,2,0.010616,0.003673,0,0,70,1,201373,3,230,115,4704.47936350504,4.70447936350504
