"pid","p_name","p_year","t_cap","t_count","slr_cpc","wnd_cpc","slr_wn","tx_cpct","revenue","cost","profit","fips","county","state","region","env_sens_score","dac_sts","energy_brdn","foss_emplmt","coal_emplmt","outage_n","outage_dur","rci","energy_community","max_volt","min_volt","distance_km","lon","lat"
308,"Langdon II",2008,1620,24,37.62655472,38.88,0.967761181,38.88,9990955.61,6162205.55,3828750.061,38019,"Cavalier County","ND","West North Central",1,0,2,0.000382,0.000382,0,0,62,1,115,115,2.13186347078049,-98.2895300832035,48.6238584688993
309,"Tatanka",2008,1500,61,82.45382758,91.5,0.901134728,91.5,24130655.24,14145726.62,9984928.627,38021,"Dickey County","ND","West North Central",10,0,5,0.000382,0.000382,0,0,75,0,230,230,5.52889507605105,-98.9468864622086,45.961824555293
310,"Turtle Mountain College",2008,660,1,0.618680069,0.66,0.937394044,0.66,173876.2538,103671.3223,70204.93145,38079,"Rolette County","ND","West North Central",10,1,7,0.000382,0.000382,0,0,54,0,115,115,8.10899767710361,-99.751793,48.884693
311,"Lempster",2008,2000,12,32.83258052,24,1.368024188,24,9235505.235,4444645.27,4790859.965,33019,"Sullivan County","NH","New England",10,0,5,0.000633,0.000809,0,0,91,0,115,115,22.3457774383621,-72.1456352809818,43.2329939400661
312,"Mesalands",2008,1500,1,1.697175358,1.5,1.131450239,1.5,371265.1919,253430.0386,117835.1533,35037,"Quay County","NM","Mountain",15,0,7,0.017882,0.001407,0,0,73,0,115,115,4.75317822403257,-103.738991,35.169693
313,"Noble Bliss",2008,1500,67,116.4331767,100.5,1.158539072,100.5,33108885.34,17145666.49,15963218.85,36121,"Wyoming County","NY","Mid Atlantic",1,0,4,0.001117,0.001024,0,0,68,0,115,115,4.19296508302303,-78.2580549071465,42.5440418245092
314,"Noble Clinton",2008,1500,67,134.6699999,100.5,1.339999999,100.5,33290393.05,18280963.57,15009429.49,36019,"Clinton County","NY","Mid Atlantic",1,0,4,0.000717,0.000717,0,0,89,0,230,230,3.41294465123806,-73.9903168218397,44.9221400679845
315,"Noble Ellenburg",2008,1500,54,108.6536973,81,1.34140367,81,26719807.61,14734367.34,11985440.27,36019,"Clinton County","NY","Mid Atlantic",1,0,4,0.000717,0.000717,0,0,89,0,230,230,2.40126667661363,-73.972370501869,44.871310300805
318,"Elkhorn Valley (08)",2008,1650,1,1.975224901,1.65,1.197106001,1.65,508424.4075,285822.2207,222602.1868,41061,"Union County","OR","Pacific",10,0,3,0.000248,0.000248,0,0,91,0,115,115,6.7462926634613,-117.789085,45.109394
319,"Klondike IIIA",2008,1500,52,91.33064493,78,1.170905704,78,25402475.34,13367509.48,12034965.87,41055,"Sherman County","OR","Pacific",1,0,3,0,0.000679,0,0,65,0,115,115,4.19910007171453,-120.559017123582,45.5619619455828
320,"Rattlesnake Road",2008,2100,47,52.46734885,98.7,0.531584082,98.7,26042618.73,12964553.52,13078065.21,41021,"Gilliam County","OR","Pacific",10,0,4,0,0.000679,1,31,67,1,115,115,4.17312368813896,-120.244539070352,45.6863784736731
321,"Forward",2008,2100,14,31.84885029,29.4,1.083294228,29.4,10006180.98,4875724.01,5130456.968,42111,"Somerset County","PA","Mid Atlantic",1,0,5,0.00074,0.00074,0,0,87,1,115,115,3.55101549498779,-78.8612474177119,40.0989533770134
322,"Lookout",2008,2100,18,45.01100805,37.8,1.190767409,37.8,12361759.17,6551235.672,5810523.497,42111,"Somerset County","PA","Mid Atlantic",10,0,5,0.00074,0.00074,0,0,87,1,138,138,12.7044737464593,-78.9374064216425,39.8606334161802
323,"Tatanka",2008,1500,59,50.29000846,88.5,0.568248683,88.5,21311204.43,11821679.69,9489524.743,46089,"McPherson County","SD","West North Central",35,0,5,0.000206,0.000206,0,0,62,0,230,230,3.31055514129424,-99.0211061487837,45.9103099666828
324,"Buffalo Gap 3",2008,2300,74,45.80059332,170.2,0.269098668,170.2,31041061.5,19744290.16,11296771.34,48353,"Nolan County","TX","West South Central",30,0,3,0,0,0,0,73,0,138,138,17.5267354673226,-100.160928837629,32.2970307561224
325,"Bull Creek",2008,1000,180,159.0248426,180,0.883471348,180,44183582.01,28031645.75,16151936.26,48033,"Borden County","TX","West South Central",10,0,4,0,0,0,0,50,0,138,138,33.0728951282841,-101.578957063326,32.9316761747131
326,"Camp Springs II",2008,1500,61,95.3982748,91.5,1.042604096,91.5,24163823.35,14998745.77,9165077.574,48415,"Scurry County","TX","West South Central",10,0,4,0,0,0,0,84,0,138,138,11.2650424062943,-100.79483546801,32.7135410600174
327,"Capricorn Ridge expansion",2008,1500,197,363.070172,295.5,1.228663865,295.5,75610007.95,51921072.01,23688935.94,48431,"Sterling County","TX","West South Central",10,0,4,0.002854,0.000951,1,637,43,0,138,138,12.9542494342717,-100.963760954155,31.9334775222653
328,"Champion",2008,2300,55,144.8074524,126.5,1.144722944,126.5,33160730.64,21630402.72,11530327.92,48353,"Nolan County","TX","West South Central",1,0,3,0,0,0,0,73,0,138,138,19.602168777314,-100.608771288616,32.3943067516719
329,"Elbow Creek Wind Farm",2008,2300,53,142.8033257,121.9,1.171479292,121.9,31398019.5,21005083.97,10392935.53,48227,"Howard County","TX","West South Central",10,0,4,0,0,0,0,84,0,138,138,15.2685336634934,-101.41333059273,32.1661782595804
330,"Goat Phase I",2008,1000,80,95.14032415,80,1.189254052,80,20649918.01,13785263.28,6864654.725,48081,"Coke County","TX","West South Central",10,0,6,0.002854,0.000951,0,0,44,0,138,138,1.60113220434471,-100.810967717496,31.9453344850469
331,"Hackberry",2008,2300,71,195.1829782,163.3,1.195241752,163.3,43044096.58,28742960.25,14301136.33,48417,"Shackelford County","TX","West South Central",10,0,4,0,0,0,0,43,0,138,138,42.4748471104331,-99.4554381800432,32.7824056083481
332,"JD Wind 10",2008,1250,8,11.97457806,10,1.197457806,10,2760444.989,1731472.053,1028972.936,48341,"Moore County","TX","West South Central",1,0,3,0,0,0,0,75,0,230,115,5.51111290260039,-101.8022915,35.9613952271722
333,"JD Wind 4",2008,2100,38,94.26579929,79.8,1.18127568,79.8,21512806.47,13709386.84,7803419.635,48195,"Hansford County","TX","West South Central",1,0,4,0,0,0,0,42,0,115,115,1.36127233265592,-101.375346558646,36.393028983736
334,"JD WInd 9",2008,1250,6,9.144512588,7.5,1.219268345,7.5,2005631.905,1316682.393,688949.5119,48341,"Moore County","TX","West South Central",10,0,3,0,0,0,0,75,0,115,115,18.3671109208348,-101.995025683595,35.8100266998143
335,"Lone Star II",2008,2000,76,163.9297979,152,1.078485512,152,40262958.85,25359705.6,14903253.25,48417,"Shackelford County","TX","West South Central",1,0,4,0,0,0,0,43,0,138,138,19.5464044508169,-99.5085433370018,32.5296742083308
336,"McAdoo",2008,1500,100,177.082914,150,1.18055276,150,39069035.95,26195180.31,12873855.63,48125,"Dickens County","TX","West South Central",10,0,6,0,0,0,0,45,0,345,345,36.8267848667811,-100.988428945444,33.767735716003
337,"Ocotillo",2008,2100,28,64.42483245,58.8,1.095660416,58.8,15066925.06,9839716.023,5227209.038,48227,"Howard County","TX","West South Central",10,0,4,0,0,0,0,84,0,138,138,12.4944263066786,-101.396305440468,32.1423560852837
338,"Panther Creek I",2008,1620,95,169.2297544,153.9,1.09960854,153.9,41258301.04,25731439.78,15526861.26,48173,"Glasscock County","TX","West South Central",1,0,3,0,0,0,0,64,0,138,138,7.65453071009803,-101.427388669956,32.0455576393676
339,"Roscoe",2008,1000,209,248.5765764,209,1.18936161,209,55267618.59,36398228.48,18869390.11,48335,"Mitchell County","TX","West South Central",1,0,5,0,0,0,0,42,0,138,138,24.1339901981135,-100.661983823387,32.4730183547757
340,"Sherbino I",2008,3000,50,181.1241768,150,1.207494512,150,39162894.75,26231711.54,12931183.21,48371,"Pecos County","TX","West South Central",10,0,4,0,0,2,1222,41,0,138,138,19.0744019165979,-102.360656074082,30.8185692736515
341,"Silver Star I",2008,2000,24,57.43076992,48,1.196474373,48,12455343.62,8407893.19,4047450.431,48143,"Erath County","TX","West South Central",10,0,4,0.004818,0.001241,1,5985,91,0,138,138,31.0840112132676,-98.4676284572687,32.3312473598632
342,"Stanton Energy Center",2008,1500,80,115.9427817,120,0.966189847,120,33630538.29,19318432.91,14312105.37,48317,"Martin County","TX","West South Central",10,0,3,0.03554,0.003055,0,0,54,0,138,138,34.0225450044646,-101.808699414407,32.2078056751855
343,"Texas Tech - Nolan",2008,2000,1,2.188828581,2,1.094414291,2,489443.5943,334942.5239,154501.0704,48353,"Nolan County","TX","West South Central",10,0,3,0,0,0,0,73,0,138,138,15.0428966079253,-100.526093,32.350197
344,"Turkey Track",2008,1500,113,217.0168601,169.5,1.280335458,169.5,43141058.03,30433475.5,12707582.54,48353,"Nolan County","TX","West South Central",10,0,3,0,0,0,0,73,0,138,138,20.4328914784505,-100.2385241449,32.204228498236
345,"Wege Wind Farm",2008,1250,8,12.11717446,10,1.211717446,10,2765245.168,1745670.732,1019574.436,48065,"Carson County","TX","West South Central",1,0,3,0.000694,0.000573,0,0,78,0,115,115,11.996346743258,-101.535589479693,35.3455347583176
346,"Wolf Ridge",2008,1600,75,139.5159392,120,1.162632827,120,31007168.2,20648834.24,10358333.96,48097,"Cooke County","TX","West South Central",10,0,3,0.004818,0.001241,0,0,86,0,138,138,19.1235146893196,-97.4048493530222,33.7308773211152
347,"Spanish Fork",2008,2100,9,22.54406266,18.9,1.192807548,18.9,6419959.376,3264489.728,3155469.648,49049,"Utah County","UT","Mountain",10,0,2,0.000508,0.000508,0,0,96,1,115,115,3.89018953850723,-111.5839051962,40.0733315839417
348,"Goodnoe Hills",2008,2200,47,125.3708251,103.4,1.212483802,103.4,33524376.43,17959816.21,15564560.22,53039,"Klickitat County","WA","Pacific",10,0,4,0.000251,0.000608,0,0,71,1,500,115,0.648772032952213,-120.523804534994,45.7812625797557
349,"Hopkins Ridge II",2008,1800,4,9.005487878,7.2,1.250762205,7.2,1592039.427,1268267.714,323771.7135,53013,"Columbia County","WA","Pacific",10,0,4,0,0,0,0,80,0,115,115,1.37899298047077,-117.805850737631,46.4327258097056
350,"Marengo II",2008,2000,39,45.89987862,78,0.588459982,78,17447243.06,10507534.02,6939709.032,53013,"Columbia County","WA","Pacific",1,0,4,0,0,0,0,80,0,115,115,1.69160284259076,-117.852415655401,46.3598988219
351,"Nine Canyon III",2008,2300,14,17.48319468,32.2,0.542956357,32.2,7377372.406,4247633.021,3129739.385,53005,"Benton County","WA","Pacific",10,0,2,0.000584,0.000671,0,0,94,0,115,115,2.31569515030875,-119.122308340964,46.1037991427366
352,"Blue Sky - Green Field",2008,1650,88,194.5679999,145.2,1.339999999,145.2,39385006.94,26377284.53,13007722.41,55039,"Fond du Lac County","WI","East North Central",1,0,3,0,0.00058,0,0,93,0,345,345,0.480258556561609,-88.268925128814,43.8865947580793
353,"Cedar Ridge Wind Farm",2008,1650,41,93.73958614,67.65,1.385655375,67.65,18364264.77,12493571.25,5870693.517,55039,"Fond du Lac County","WI","East North Central",1,0,3,0,0.00058,0,0,93,0,138,138,2.44446343340695,-88.3114218056247,43.7179768070828
354,"Forward Wind Project",2008,1500,86,159.6554241,129,1.237638946,129,37622106.62,22663396.31,14958710.3,55027,"Dodge County","WI","East North Central",10,0,3,0.00016,0.00016,0,0,92,0,138,138,5.78913554664233,-88.5194275861996,43.6152023082601
355,"NedPower Mount Storm, Phase I",2008,2000,83,190.0217552,166,1.144709368,166,51722102.76,28144363.04,23577739.71,54023,"Grant County","WV","South Atlantic",1,0,5,0.00663,0.003579,0,0,68,1,500,500,1.81235628973748,-79.2119887553474,39.2164989931463
356,"NedPower Mount Storm, Phase II",2008,2000,47,108.0829306,94,1.14981841,94,28378249.1,15964066.95,12414182.15,54023,"Grant County","WV","South Atlantic",1,0,5,0.00663,0.003579,0,0,68,1,500,500,1.39785236875985,-79.2153643491067,39.2136298929701
359,"Mountain Wind I",2008,2100,29,37.24480016,60.9,0.611573073,60.9,18059184.06,8292835.457,9766348.603,56041,"Uinta County","WY","Mountain",30,0,3,0.011566,0.003661,0,0,81,1,138,115,1.84468062001093,-110.500660482698,41.2912363182646
360,"Mountain Wind II",2008,2100,38,52.12372878,79.8,0.653179559,79.8,21535573.05,11085877.36,10449695.69,56041,"Uinta County","WY","Mountain",20,0,3,0.011566,0.003661,0,0,81,1,138,115,3.62533156750146,-110.544524268366,41.2670970894304
361,"Seven Mile Hill I & II",2008,1850,79,59.85232908,146.15,0.409526713,146.15,28279617.76,18045522.92,10234094.83,56007,"Carbon County","WY","Mountain",20,0,2,0.010616,0.003673,0,0,68,1,230,230,1.22782724438971,-106.396498799426,41.9490894205207
362,"Dry Lake",2009,2100,30,28.44939512,63,0.4515777,63,13287560.92,8466605.5,4820955.416,4017,"Navajo County","AZ","Mountain",1,0,4,0.003779,0.003629,0,0,85,1,230,230,103.153408123177,-110.28455856627,34.6549989955874
363,"Garnet Wind Project",2009,500,13,3.125370474,6.5,0.480826227,6.5,1853680.543,831917.0846,1021763.458,6065,"Riverside County","CA","Pacific",1,0,2,0.000561,0.000476,7,8846,94,0,115,115,1.85649687507143,-116.582489,33.9051435
364,"Barstow Marine Logistics Base",2009,1500,1,2.009999999,1.5,1.339999999,1.5,391403.6237,276292.9898,115110.6339,6071,"San Bernardino County","CA","Pacific",10,0,2,0.000561,0.000476,7,8792,91,0,115,115,31.6478210593473,-116.959785,34.862396
365,"Windland",2009,1500,1,0.428344809,1.5,0.285563206,1.5,464494.7554,176777.2007,287717.5547,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,0,500,220,27.5445664114979,-118.334381,35.091591
366,"Pine Tree Wind Farm",2009,1500,80,157.6688678,120,1.313907232,120,33733708.63,22086541.73,11647166.9,6029,"Kern County","CA","Pacific",10,0,3,0.006322,0.001217,16,21867,89,0,500,220,50.010136748834,-118.192697591294,35.2616505946596
367,"Shiloh II",2009,2000,75,155.0032478,150,1.033354986,150,47145301.81,24426515.15,22718786.66,6095,"Solano County","CA","Pacific",10,0,2,0.000317,0.000317,1,331,93,0,230,230,5.13547691276854,-121.802784853987,38.165611716185
368,"Northeastern Colorado Wind Energy Center",2009,2300,81,76.49582062,186.3,0.410605586,186.3,48513447.81,23014376.79,25499071.01,8075,"Logan County","CO","Mountain",10,0,6,0.000925,0.00036,0,0,89,0,115,115,1.15159963828929,-102.871087935941,40.9800172259346
369,"NREL - NWTC",2009,1500,1,1.101405242,1.5,0.734270161,1.5,370775.5748,215959.7068,154815.8679,8059,"Jefferson County","CO","Mountain",10,0,1,0.001455,0.000894,3,2432,95,0,115,115,3.32885809368516,-105.220001,39.912083
370,"Barton",2009,2000,80,187.5104275,160,1.171940172,160,40884331.64,27392535.55,13491796.09,19195,"Worth County","IA","West North Central",1,0,5,0.000335,0.000335,0,0,77,0,161,161,1.24988226378577,-93.0906493989836,43.3937146682866
371,"Crane Creek",2009,1500,66,131.1614513,99,1.324863144,99,19106916.71,18014662.28,1092254.424,19089,"Howard County","IA","West North Central",1,0,6,0.000335,0.000335,0,0,66,0,345,345,15.8839025010911,-92.4780605338514,43.4070027130292
372,"Crystal Lake III",2009,1500,44,59.1815028,66,0.896689436,66,16078247.58,10359742.33,5718505.247,19189,"Winnebago County","IA","West North Central",1,0,5,6e-04,0.00025,0,0,78,0,161,161,38.079007880056,-93.8911781687202,43.3465847981306
373,"Crystal Lake II",2009,2500,3,6.356145665,7.5,0.847486089,7.5,1829615.066,1147374.362,682240.7036,19189,"Winnebago County","IA","West North Central",10,0,5,6e-04,0.00025,0,0,78,0,161,161,26.9791947626164,-93.7545132091632,43.2917971813449
374,"Iowa Lakes Lakota Wind",2009,1500,7,8.416375351,10.5,0.801559557,10.5,2570753.39,1599664.848,971088.5424,19109,"Kossuth County","IA","West North Central",10,0,5,6e-04,0.00025,0,0,66,0,161,161,54.5461586435282,-94.1355968160528,43.376364561695
375,"Iowa Lakes Superior Wind",2009,1500,7,8.774550314,10.5,0.835671458,10.5,2621993.189,1593210.216,1028782.974,19059,"Dickinson County","IA","West North Central",45,0,6,6e-04,0.00025,0,0,91,0,161,161,20.7136985252774,-94.9809406616803,43.4454189585448
376,"Lost Lakes Wind Farm",2009,1650,61,85.66230744,100.65,0.851090983,100.65,24361705.75,15222294.83,9139410.922,19059,"Dickinson County","IA","West North Central",1,0,6,6e-04,0.00025,0,0,91,0,161,161,2.75662269916762,-95.2753454952442,43.3430686488301
377,"Osage Utilities",2009,1500,1,1.314689282,1.5,0.876459522,1.5,377996.0327,231797.4571,146198.5756,19131,"Mitchell County","IA","West North Central",10,0,4,0.000335,0.000335,0,0,67,0,161,161,23.7140938574064,-92.840591,43.292492
378,"Pioneer Prairie II",2009,1650,42,63.49869096,69.3,0.916287027,69.3,17758584.25,10763547.06,6995037.191,19131,"Mitchell County","IA","West North Central",10,0,4,0.000335,0.000335,0,0,67,0,345,345,2.71749487706079,-92.6199273786022,43.4660076811296
379,"Story II (aka Garden Wind)",2009,1500,100,146.4694528,150,0.976463018,150,35995814.35,23849376.86,12146437.48,19083,"Hardin County","IA","West North Central",1,0,5,0.000335,0.000335,1,300,77,0,161,161,1.61701630837813,-93.3879106062101,42.2347580204156
380,"Whispering Willow I",2009,1650,121,177.8215736,199.65,0.890666534,199.65,48043270.12,30653315.3,17389954.82,19069,"Franklin County","IA","West North Central",1,0,5,0.000335,0.000335,0,0,66,0,161,161,0.515838864152887,-93.2368214486302,42.632097899599
381,"Cassia",2009,2100,14,22.57256106,29.4,0.767774186,29.4,8573786.114,4290972.6,4282813.515,16083,"Twin Falls County","ID","Mountain",10,0,3,0,0,0,0,92,0,138,115,1.86344411627264,-115.025589109758,42.8629719759269
382,"Mountain Home",2009,2100,20,29.87173856,42,0.711231871,42,12044334.17,5982863.817,6061470.353,16039,"Elmore County","ID","Mountain",1,1,3,0.001001,0.001001,1,91,79,0,138,138,2.32323495780511,-115.473790287172,43.0401660020795
383,"Blackstone (Top Crop)",2009,1500,68,138.0542177,102,1.353472723,102,31017230.88,18633219.34,12384011.54,17099,"LaSalle County","IL","East North Central",1,0,3,0,0,2,4187,89,0,345,345,2.61407783654259,-88.6181273004804,41.1343473476072
384,"EcoGrove",2009,1500,67,136.5629788,100.5,1.35883561,100.5,29985248.47,18400506.14,11584742.32,17177,"Stephenson County","IL","East North Central",1,0,4,0,0,1,4187,89,0,138,138,3.53993919620857,-89.8804109577616,42.4577501246525
385,"Grand Ridge II",2009,1500,41,77.34411314,61.5,1.257627856,61.5,18305181.18,10901412.25,7403768.925,17099,"LaSalle County","IL","East North Central",1,0,3,0,0,2,4187,89,0,138,138,9.75200618888737,-88.6970300021852,41.2044169689933
386,"Grand Ridge III/IV",2009,1500,33,60.9005039,49.5,1.23031321,49.5,15036643.57,8693718.557,6342925.013,17099,"LaSalle County","IL","East North Central",1,0,3,0,0,2,4187,89,0,138,138,10.7595855398705,-88.7348142118738,41.1715914741136
387,"Lee/DeKalb",2009,1500,145,272.7336033,217.5,1.253947601,217.5,65185349.1,38492985.26,26692363.85,17037,"DeKalb County","IL","East North Central",1,0,2,0.000529,0.000456,3,4487,94,0,138,138,9.14798523927625,-88.8905397172735,41.8139987700151
388,"Rail Splitter",2009,1500,66,126.8794005,99,1.281610106,99,26657587.48,17633917.23,9023670.253,17179,"Tazewell County","IL","East North Central",1,0,2,0.000222,0.000222,0,0,91,0,138,138,1.8824892404193,-89.4252026234886,40.3356611431824
389,"Fowler Ridge I",2009,1650,222,452.318339,366.3,1.2348303,366.3,110166726.3,64211571.8,45955154.51,18007,"Benton County","IN","East North Central",1,0,5,0,0,0,0,77,0,345,345,3.18549009304301,-87.2921948696529,40.5856633911429
390,"Fowler Ridge II",2009,1500,133,260.0093536,199.5,1.303305031,199.5,58513587.32,35822651.89,22690935.43,18007,"Benton County","IN","East North Central",1,0,5,0,0,0,0,77,0,345,345,2.91133067474673,-87.4512184487352,40.5587484000757
391,"Hoosier",2009,2000,53,144.0688852,106,1.359140426,106,32779882.2,19443237.02,13336645.18,18007,"Benton County","IN","East North Central",1,0,5,0,0,0,0,77,0,138,138,7.45274217433282,-87.2268100635679,40.7083216669442
392,"Meadow Lake",2009,1650,121,271.4732739,199.65,1.359745925,199.65,62288602.48,36539099.86,25749502.61,18181,"White County","IN","East North Central",1,0,4,0.000109,0.000109,0,0,67,0,345,345,1.93057072637689,-86.9326516195793,40.6354301713547
393,"Central Plains",2009,3000,33,124.4439746,99,1.257009844,99,24195012.86,17497198.28,6697814.578,20203,"Wichita County","KS","West North Central",10,0,3,0.002347,0.000546,0,0,63,0,115,115,3.83892018017969,-101.159943693369,38.5206592025376
394,"Flat Ridge Wind Farm",2009,2500,40,127.3369134,100,1.273369134,100,24031201.88,17761792.21,6269409.664,20007,"Barber County","KS","West North Central",1,0,4,0.002347,0.000546,0,0,44,0,138,138,2.0479603355204,-98.4820919621084,37.3717021701245
395,"Air Force (Barnstable)",2009,1500,1,2.072479581,1.5,1.381653054,1.5,563775.5321,276715.0545,287060.4776,25001,"Barnstable County","MA","New England",25,0,4,9.8e-05,9.8e-05,0,0,92,0,115,115,3.03141089323988,-70.591103,41.657692
396,"Mark Richey Woodworking",2009,600,1,0.804767522,0.6,1.341279204,0.6,231548.0165,109422.1473,122125.8692,25009,"Essex County","MA","New England",1,0,3,0.000447,0.000471,0,0,92,0,345,115,8.21098651613879,-70.880699,42.802891
397,"Mount Wachusett Wind Farm",2009,1500,2,3.699959796,3,1.233319932,3,967373.6574,526179.6649,441193.9925,25027,"Worcester County","MA","New England",1,0,4,0.000563,0.000563,0,0,93,0,115,115,5.52292190116149,-71.9838985050741,42.5896420003952
398,"MWRA Deer Island",2009,600,2,1.607999999,1.2,1.339999999,1.2,354175.1933,218607.4886,135567.7047,25025,"Suffolk County","MA","New England",128,0,3,0.000447,0.000471,0,0,91,0,345,115,6.7685205063017,-70.9568709957887,42.3464720007922
399,"Williams Stone",2009,600,1,0.818918463,0.6,1.364864105,0.6,185118.8913,110366.5735,74752.31781,25003,"Berkshire County","MA","New England",30,0,5,0,0,0,0,90,0,115,115,9.4112860183302,-73.069901,42.234192
400,"Fox Islands",2009,1500,3,5.375463538,4.5,1.194547453,4.5,1361439.303,783857.0671,577582.2357,23013,"Knox County","ME","New England",1,0,6,0.001018,0.001194,0,0,82,0,115,115,20.5862845697315,-68.8657990015806,44.0938910065207
401,"Kibby Mountain, phase I",2009,3000,22,90.57993061,66,1.372423191,66,21101496.74,12405639.97,8695856.761,23007,"Franklin County","ME","New England",10,0,7,0.001018,0.001194,0,0,80,0,115,115,53.0423482972112,-70.5363015206038,45.3928869239746
402,"Presque Isle",2009,600,1,0.646947209,0.6,1.078245349,0.6,197241.9475,106286.4483,90955.49918,23003,"Aroostook County","ME","New England",1,0,6,0.000342,0.001076,0,0,76,0,345,345,146.487525628437,-68.020203,46.667389
403,"Stetson",2009,1500,38,49.18601954,57,0.862912624,57,17546177.67,8858021.963,8688155.71,23029,"Washington County","ME","New England",10,0,7,0.000342,0.001076,0,0,77,0,345,345,44.8771018955856,-67.9798828140677,45.5215917975981
404,"Stoney Corners - Repower",2009,2050,7,16.66542058,14.35,1.161353351,14.35,3635194.08,2460237.971,1174956.109,26113,"Missaukee County","MI","East North Central",1,0,7,0.000801,0.000249,1,278,78,0,138,138,12.3776575727828,-85.3121417383425,44.1900874233101
405,"Uilk Wind Farm",2009,1500,3,1.726464469,4.5,0.383658771,4.5,1009688.967,553977.7796,455711.1878,27117,"Pipestone County","MN","West North Central",10,0,5,0.000505,0.000505,0,0,67,0,115,115,16.6413401985545,-96.4232253313667,43.9813260469534
406,"Moraine II",2009,1500,33,52.63253232,49.5,1.063283481,49.5,12598429.45,8170662.011,4427767.436,27101,"Murray County","MN","West North Central",10,0,4,0.000505,0.000505,0,0,68,0,115,115,9.40231561721125,-96.0568995531834,44.1022245559512
407,"Willmar",2009,2000,2,4.162093525,4,1.040523381,4,999907.2727,660613.9088,339293.3639,27067,"Kandiyohi County","MN","West North Central",1,0,5,0.000505,0.000505,0,0,90,0,115,115,28.0325288346594,-95.0074615123446,45.1580090012465
408,"Farmers City",2009,2000,73,126.7017895,146,0.867820476,146,36160149.78,22536724.22,13623425.56,29005,"Atchison County","MO","West North Central",1,0,4,0.000533,0.000408,0,0,65,0,345,345,28.269579794847,-95.4532408677852,40.5553405769612
409,"Glacier Wind II",2009,1500,69,85.35959881,103.5,0.824730423,103.5,28057588.98,15483733.23,12573855.75,30101,"Toole County","MT","Mountain",1,0,1,0.004578,0.001052,0,0,66,0,115,115,2.89973412078934,-112.177371952376,48.5367534342229
410,"Ashtabula II",2009,1500,80,135.7500495,120,1.131250412,120,31595201.99,20277321.01,11317880.98,38091,"Steele County","ND","West North Central",10,0,6,0.000382,0.000382,0,0,45,0,230,230,5.20619808001375,-97.941954961898,47.2956794502217
411,"Luverne",2009,1500,33,40.92096383,49.5,0.826686138,49.5,11540126.41,7410776.408,4129350.003,38091,"Steele County","ND","West North Central",1,0,6,0.000382,0.000382,0,0,45,0,230,230,2.76361483180452,-97.9247457451657,47.3440100193245
412,"Prairie Winds Minot Wind 2",2009,1500,3,4.621375459,4.5,1.026972324,4.5,1174525.566,731610.4925,442915.0734,38101,"Ward County","ND","West North Central",15,0,2,0.028596,0.002212,0,0,89,0,115,115,6.81153223648587,-101.291224223775,47.9882650552448
413,"Prairie Winds ND 1",2009,1500,77,113.2179553,115.5,0.980242037,115.5,29431549.57,18399676.23,11031873.34,38101,"Ward County","ND","West North Central",15,0,2,0.028596,0.002212,0,0,89,0,115,115,2.50439787926281,-101.279968113121,47.9397739192641
414,"Rugby",2009,2100,71,151.1912793,149.1,1.014026018,149.1,39806270.01,24064213.46,15742056.55,38069,"Pierce County","ND","West North Central",10,0,5,0.028596,0.002212,0,0,64,0,230,230,2.22088035232316,-99.9533387826827,48.5042554107194
415,"Baldwin",2010,1600,37,57.71173315,59.2,0.974860357,59.2,15839687.08,9411026.266,6428660.813,38015,"Burleigh County","ND","West North Central",10,0,2,0.001366,0.001074,3,2187,91,0,230,230,2.53377986752217,-100.67769963046,47.1234173591671
416,"Elkhorn Ridge",2009,3000,26,85.31928978,78,1.093837048,78,19150173.01,13121318.37,6028854.64,31107,"Knox County","NE","West North Central",1,0,5,0.000329,0.000329,0,0,67,0,115,115,24.7232079794189,-97.6681352490644,42.6740554510703
417,"High Lonesome",2009,2500,40,71.82224669,100,0.718222467,100,25210649.33,14427357.2,10783292.14,35057,"Torrance County","NM","Mountain",10,0,6,0.001257,0.001206,0,0,76,0,115,115,19.3833669590927,-105.961887207435,34.4681964720555
418,"Dutch Hill/Cohocton",2009,2500,50,162.2224637,125,1.29777971,125,47087875.83,22439253.94,24648621.89,36101,"Steuben County","NY","Mid Atlantic",1,0,4,0.001117,0.001024,0,0,89,0,115,115,6.57436424376655,-77.4653881097148,42.5174530253624
419,"High Sheldon",2009,1500,75,146.3970315,112.5,1.301306947,112.5,37965946.51,20192818.86,17773127.64,36121,"Wyoming County","NY","Mid Atlantic",1,0,4,0.001117,0.001024,0,0,68,0,230,230,3.58353925172489,-78.3843481601662,42.745886840783
420,"Noble Altona",2009,1500,65,133.2451759,97.5,1.366617189,97.5,27822975.8,17881083.99,9941891.81,36019,"Clinton County","NY","Mid Atlantic",1,0,4,0.000717,0.000717,0,0,89,0,230,230,1.31300440790432,-73.6510277130138,44.8237978896839
421,"Noble Chateaugay",2009,1500,71,145.398689,106.5,1.365245906,106.5,35046983.24,19548270.96,15498712.27,36033,"Franklin County","NY","Mid Atlantic",1,0,5,0.000717,0.000717,0,0,87,0,230,230,4.2894426190274,-74.0391200537919,44.8994911147688
